Transaction_ID,Account_ID,Amount,Category,Risk_Score
TXN-001200,62603,422.25,Payroll,Low
TXN-001201,91974,16.5,Procurement,Low
TXN-001202,36399,651.09,Procurement,Low
TXN-001203,95382,138.53,IT Services,Low
TXN-001204,91244,892.16,Operations,Low
TXN-001205,86534,413.5,Travel,Low
TXN-001206,65106,2191.03,Operations,Low
TXN-001207,40678,128.03,Operations,Low
TXN-001208,86218,652.71,Operations,Low
TXN-001209,73230,406.52,Operations,Low
TXN-001210,84055,1352.71,Operations,Low
TXN-001211,66373,164.62,IT Services,Low
TXN-001212,41480,40.64,IT Services,Low
TXN-001213,95230,402.48,Travel,Medium
TXN-001214,78836,378.67,Procurement,Low
TXN-001215,82258,196.77,Procurement,Low
TXN-001216,49986,2163.93,Travel,High
TXN-001217,34160,46.13,Operations,Low
TXN-001218,95595,431.43,Payroll,Low
TXN-001219,89111,160.7,IT Services,Medium
TXN-001220,74929,10.96,Travel,Low
TXN-001221,83506,2215.18,Procurement,Low
TXN-001222,44911,338.52,Operations,Low
TXN-001223,97127,983.12,Operations,Low
TXN-001224,41821,926.5,Operations,Low
TXN-001225,85039,846.4,Payroll,Low
TXN-001226,70535,317.18,Travel,Low
TXN-001227,94458,1141.33,IT Services,Low
TXN-001228,22175,238.86,IT Services,Low
TXN-001229,64771,272.45,IT Services,Low
TXN-001230,96925,157.66,Operations,Low
TXN-001231,76358,307.18,Procurement,Low
TXN-001232,27327,2162.54,Operations,Low
TXN-001233,57057,435.77,Operations,Low
TXN-001234,16150,899.22,Payroll,Low
TXN-001235,14425,162.82,Operations,Medium
TXN-001236,26032,1570.88,Operations,Low
TXN-001237,12198,16.63,Payroll,Medium
TXN-001238,70500,1341.38,Operations,Low
TXN-001239,63394,1151.41,Travel,High
TXN-001240,30079,44.87,Travel,Low
TXN-001241,46220,474.24,Travel,Low
TXN-001242,51874,779.13,Payroll,Low
TXN-001243,23859,268.6,IT Services,Low
TXN-001244,60460,58.18,Travel,Low
TXN-001245,41419,894.22,Procurement,Low
TXN-001246,18705,324.15,Procurement,Low
TXN-001247,52880,162.75,Operations,Low
TXN-001248,33236,46.75,IT Services,Low
TXN-001249,97955,521.06,Operations,Low
TXN-001250,95514,31.61,Travel,High
TXN-001251,25358,792.94,Procurement,Low
TXN-001252,86918,746.48,Payroll,Low
TXN-001253,24596,205.0,IT Services,Low
TXN-001254,43572,329.6,Operations,Medium
TXN-001255,88757,563.15,Procurement,Low
TXN-001256,11279,1608.6,Travel,Low
TXN-001257,73197,377.14,Travel,Medium
TXN-001258,72516,2863.86,IT Services,Low
TXN-001259,17083,206.6,Operations,Low
TXN-001260,27771,383.79,Travel,Low
TXN-001261,39975,71.43,Procurement,High
TXN-001262,55648,416.46,Operations,Low
TXN-001263,58285,394.27,Procurement,High
TXN-001264,29063,954.62,Travel,Medium
TXN-001265,77642,2844.92,Procurement,Medium
TXN-001266,96143,2150.75,Travel,Medium
TXN-001267,47599,144.79,Payroll,Low
TXN-001268,61920,216.58,Operations,Low
TXN-001269,38529,170.56,Procurement,Medium
TXN-001270,45954,121.37,Operations,Low
TXN-001271,37856,91.34,Procurement,Medium
TXN-001272,12573,368.46,Travel,Low
TXN-001273,88344,1039.81,Travel,Low
TXN-001274,45367,455.64,Payroll,Low
TXN-001275,70774,1040.46,Procurement,High
TXN-001276,33752,1613.16,Payroll,Low
TXN-001277,65029,251.56,Procurement,Low
TXN-001278,27685,912.93,Payroll,Low
TXN-001279,61693,36.88,Operations,Low
TXN-001280,65961,338.0,Travel,Medium
TXN-001281,86908,239.67,Procurement,Low
TXN-001282,84532,124.61,IT Services,High
TXN-001283,91994,298.48,IT Services,Low
TXN-001284,66133,303.23,Travel,Low
TXN-001285,71268,836.54,IT Services,Low
TXN-001286,48243,1025.97,IT Services,Medium
TXN-001287,67384,544.94,IT Services,Low
TXN-001288,41653,511.73,Payroll,High
TXN-001289,36657,68.37,Payroll,Low
TXN-001290,49952,438.14,Procurement,Low
TXN-001291,32180,170.41,Payroll,Low
TXN-001292,88411,184.61,Operations,Low
TXN-001293,11622,59.79,Procurement,Low
TXN-001294,58756,515.12,IT Services,Low
TXN-001295,50809,448.3,IT Services,Low
TXN-001296,26725,134.41,Travel,Low
TXN-001297,71396,162.61,Procurement,Medium
TXN-001298,61226,751.41,IT Services,Low
TXN-001299,91182,797.36,Payroll,Medium
TXN-001300,92565,349.71,IT Services,Low
TXN-001301,39402,90.67,IT Services,Low
TXN-001302,14263,38.6,Travel,High
TXN-001303,56828,168.36,IT Services,Low
TXN-001304,57924,666.87,Operations,Low
TXN-001305,84182,469.17,Operations,Low
TXN-001306,69052,643.11,IT Services,Low
TXN-001307,21664,329.09,IT Services,Low
TXN-001308,45737,712.65,Operations,Low
TXN-001309,99563,337.74,Payroll,Low
TXN-001310,39373,53.88,Procurement,Low
TXN-001311,46397,51.61,Operations,Low
TXN-001312,96145,900.42,Travel,Low
TXN-001313,48709,506.62,Operations,Medium
TXN-001314,71120,173.65,Procurement,Low
TXN-001315,29250,717.71,Operations,Low
TXN-001316,31172,82.94,Procurement,Low
TXN-001317,21555,528.16,Payroll,Medium
TXN-001318,97410,2287.52,Payroll,Low
TXN-001319,88617,91.27,IT Services,Low
TXN-001320,63276,86.54,Payroll,Low
TXN-001321,67492,325.4,Operations,Medium
TXN-001322,63002,524.54,Travel,High
TXN-001323,99599,23.45,Operations,Low
TXN-001324,82355,356.24,Payroll,Low
TXN-001325,34762,53.42,Travel,Low
TXN-001326,21046,148.09,Payroll,Low
TXN-001327,38769,633.09,Procurement,Low
TXN-001328,63302,681.36,Operations,Low
TXN-001329,33150,664.17,Travel,Low
TXN-001330,78247,43.68,IT Services,Medium
TXN-001331,14853,782.68,Travel,Medium
TXN-001332,99399,293.0,Travel,Low
TXN-001333,31792,332.47,Travel,Low
TXN-001334,69129,282.1,IT Services,Low
TXN-001335,84478,982.53,Travel,Low
TXN-001336,77298,579.67,Operations,High
TXN-001337,41987,356.6,Travel,Low
TXN-001338,25850,908.75,Payroll,Low
TXN-001339,22112,828.31,Travel,High
TXN-001340,34058,12.53,Travel,High
TXN-001341,55420,335.89,IT Services,Low
TXN-001342,48890,31.58,Procurement,Low
TXN-001343,76017,193.5,IT Services,High
TXN-001344,57304,824.41,IT Services,Medium
TXN-001345,42921,1451.67,Travel,Low
TXN-001346,11524,148.58,Procurement,Low
TXN-001347,25048,20.83,IT Services,Low
TXN-001348,45111,267.36,Payroll,Medium
TXN-001349,47904,214.07,Procurement,Low
TXN-001350,64912,575.0,IT Services,Low
TXN-001351,44008,351.66,Travel,Low
TXN-001352,10060,264.45,Payroll,Low
TXN-001353,84666,140.39,Procurement,Low
TXN-001354,93559,891.53,Payroll,High
TXN-001355,65337,152.77,Operations,Low
TXN-001356,23350,38.14,IT Services,Low
TXN-001357,34354,425.76,Travel,Low
TXN-001358,55186,200.89,Operations,Low
TXN-001359,38145,633.15,Travel,Low
TXN-001360,44020,52.16,IT Services,Low
TXN-001361,96123,1705.24,Operations,Low
TXN-001362,85186,113.42,Procurement,Low
TXN-001363,95469,230.85,Operations,Low
TXN-001364,30581,337.88,Procurement,Low
TXN-001365,98929,1114.17,Procurement,Medium
TXN-001366,33051,651.04,Travel,Low
TXN-001367,61474,88.23,Payroll,Medium
TXN-001368,79626,298.67,Payroll,Low
TXN-001369,16960,401.44,Procurement,Medium
TXN-001370,45772,615.54,IT Services,Medium
TXN-001371,31520,434.1,Payroll,Low
TXN-001372,59481,315.63,Payroll,Low
TXN-001373,46408,735.25,IT Services,Low
TXN-001374,67134,247.45,Travel,Low
TXN-001375,30491,2188.09,Procurement,Low
TXN-001376,11341,1486.17,Operations,Medium
TXN-001377,54623,624.44,Operations,Low
TXN-001378,10338,1081.13,Procurement,Low
TXN-001379,81431,259.76,Travel,Low
TXN-001380,22254,445.5,Operations,Medium
TXN-001381,61860,169.18,Payroll,High
TXN-001382,21344,1094.2,Travel,Low
TXN-001383,11750,328.41,IT Services,Low
TXN-001384,64756,394.09,Procurement,Low
TXN-001385,77957,1009.64,Operations,Low
TXN-001386,68053,807.96,Procurement,Low
TXN-001387,80855,204.11,IT Services,Low
TXN-001388,25896,55.74,Operations,Low
TXN-001389,65761,98.42,Procurement,Low
TXN-001390,72552,217.07,IT Services,Low
TXN-001391,87454,192.13,Payroll,Medium
TXN-001392,37935,29.53,IT Services,Low
TXN-001393,47641,292.87,Travel,Low
TXN-001394,39711,65.94,Travel,Medium
TXN-001395,80342,134.8,IT Services,Medium
TXN-001396,22182,784.37,Payroll,Low
TXN-001397,97833,351.48,Procurement,Medium
TXN-001398,66276,243.37,Procurement,Low
TXN-001399,29541,112.55,Payroll,Medium
TXN-001400,92310,1016.0,Operations,Medium
TXN-001401,54813,1180.09,IT Services,Low
TXN-001402,47198,375.61,Travel,Low
TXN-001403,18820,1280.9,Travel,Low
TXN-001404,34070,322.55,Travel,Low
TXN-001405,79768,66.72,Procurement,Low
TXN-001406,21122,18.59,Procurement,Medium
TXN-001407,90559,78.7,Payroll,Low
TXN-001408,83543,497.3,Operations,Medium
TXN-001409,93441,203.5,IT Services,Low
TXN-001410,51786,532.5,Travel,Low
TXN-001411,16737,364.61,Payroll,Medium
TXN-001412,46062,212.49,Operations,Low
TXN-001413,64237,133.39,Procurement,Low
TXN-001414,61571,52.26,Travel,Low
TXN-001415,35510,772.53,IT Services,Medium
TXN-001416,29426,864.64,Travel,Low
TXN-001417,47265,399.84,Travel,Medium
TXN-001418,27850,95.45,IT Services,Low
TXN-001419,76150,162.94,Payroll,Medium
TXN-001420,97312,1562.16,IT Services,Low
TXN-001421,99613,138.05,IT Services,Low
TXN-001422,84910,39.24,Procurement,High
TXN-001423,62375,409.31,Payroll,Low
TXN-001424,45435,161.85,Payroll,Low
TXN-001425,67132,1588.36,Operations,High
TXN-001426,88945,437.56,Operations,High
TXN-001427,92050,1697.98,Procurement,Low
TXN-001428,12983,779.9,Procurement,Low
TXN-001429,30662,652.02,Operations,Low
TXN-001430,33510,897.05,Operations,Low
TXN-001431,88187,474.29,Payroll,Low
TXN-001432,50998,15.59,Operations,Low
TXN-001433,66846,259.17,IT Services,Low
TXN-001434,16640,133.6,Travel,High
TXN-001435,54547,294.86,IT Services,Low
TXN-001436,64620,327.96,Operations,Low
TXN-001437,25317,78.39,Travel,Low
TXN-001438,17564,21.86,Procurement,Medium
TXN-001439,37345,84.37,Operations,Low
TXN-001440,89273,983.95,Operations,Low
TXN-001441,84859,714.99,Procurement,Medium
TXN-001442,90765,811.96,Operations,Low
TXN-001443,84038,171.69,Travel,High
TXN-001444,62393,144.66,Procurement,Low
TXN-001445,76081,29.04,Procurement,Low
TXN-001446,39430,329.58,Payroll,Low
TXN-001447,85532,250.96,Operations,High
TXN-001448,37788,913.6,Payroll,Low
TXN-001449,58543,582.64,Travel,Low
TXN-001450,23919,87.91,Travel,Medium
TXN-001451,79346,2187.41,Procurement,Low
TXN-001452,49974,746.23,Payroll,Low
TXN-001453,26371,646.91,Operations,Low
TXN-001454,55084,132.07,Travel,Low
TXN-001455,39629,1187.76,Payroll,Medium
TXN-001456,61184,331.15,Procurement,Medium
TXN-001457,71916,186.67,IT Services,Medium
TXN-001458,83972,541.86,Procurement,High
TXN-001459,72187,128.97,Procurement,Medium
TXN-001460,22984,1200.63,Payroll,Low
TXN-001461,43039,973.25,IT Services,Low
TXN-001462,95431,322.66,Operations,Medium
TXN-001463,93691,115.77,Procurement,Low
TXN-001464,68606,353.09,Procurement,Low
TXN-001465,20616,90.75,IT Services,Low
TXN-001466,60072,167.25,Operations,Medium
TXN-001467,34574,339.6,Procurement,Medium
TXN-001468,13430,20.68,Procurement,Low
TXN-001469,22676,735.62,Payroll,High
TXN-001470,20816,119.65,Payroll,Low
TXN-001471,42733,1017.24,Travel,Low
TXN-001472,95680,21.26,Payroll,Low
TXN-001473,12050,389.78,Operations,Low
TXN-001474,43933,759.51,Travel,Low
TXN-001475,34951,145.87,Payroll,Low
TXN-001476,42413,624.74,IT Services,Medium
TXN-001477,44801,648.03,Payroll,Low
TXN-001478,65619,517.84,Payroll,Low
TXN-001479,42913,236.48,Payroll,Low
TXN-001480,50600,778.71,Procurement,Low
TXN-001481,67775,505.01,IT Services,Medium
TXN-001482,45400,456.27,Travel,Low
TXN-001483,14494,865.07,Procurement,Low
TXN-001484,90688,150.28,IT Services,Low
TXN-001485,99431,142.3,Travel,Low
TXN-001486,84691,254.24,Payroll,Low
TXN-001487,53001,47.97,Procurement,Low
TXN-001488,77364,215.79,Travel,Low
TXN-001489,55028,270.67,Payroll,Low
TXN-001490,47573,351.66,Procurement,Medium
TXN-001491,10806,156.52,Travel,Low
TXN-001492,66638,1196.73,Travel,Low
TXN-001493,39757,177.79,Procurement,Low
TXN-001494,44636,963.76,Procurement,Low
TXN-001495,90097,304.35,Travel,Low
TXN-001496,58280,643.2,Operations,Medium
TXN-001497,34262,68.77,Payroll,Low
TXN-001498,90435,403.33,Travel,Medium
TXN-001499,72211,1629.87,Procurement,Medium
TXN-001500,64842,558.68,Travel,Low
TXN-001501,66979,868.2,Procurement,High
TXN-001502,91470,161.28,Payroll,Medium
TXN-001503,48197,815.14,Procurement,High
TXN-001504,51844,226.36,Procurement,Low
TXN-001505,74754,341.87,Operations,Low
TXN-001506,44157,114.1,Procurement,Medium
TXN-001507,87129,342.47,IT Services,Low
TXN-001508,50042,372.53,IT Services,Low
TXN-001509,71665,496.86,Operations,Medium
TXN-001510,92856,1024.88,Payroll,Low
TXN-001511,37376,191.81,Payroll,Low
TXN-001512,65554,2081.88,Procurement,Medium
TXN-001513,24199,950.92,Operations,Low
TXN-001514,91412,267.85,Operations,Low
TXN-001515,60948,138.52,Operations,Low
TXN-001516,83781,47.09,IT Services,Low
TXN-001517,82750,143.52,Payroll,High
TXN-001518,76262,1089.34,IT Services,Low
TXN-001519,56600,182.68,Payroll,Low
TXN-001520,86898,84.24,Travel,High
TXN-001521,72483,21.47,Procurement,Low
TXN-001522,28297,186.68,Travel,Low
TXN-001523,40448,131.77,Procurement,Low
TXN-001524,36172,63.91,Procurement,Low
TXN-001525,52874,1518.84,Operations,Low
TXN-001526,17657,165.73,IT Services,Low
TXN-001527,94386,13.1,IT Services,Low
TXN-001528,35425,1453.67,Payroll,Low
TXN-001529,36685,441.98,Operations,Low
TXN-001530,34578,53.22,IT Services,Low
TXN-001531,38831,25.96,Payroll,Low
TXN-001532,17906,67.06,Payroll,Low
TXN-001533,71413,457.62,Payroll,Medium
TXN-001534,64028,41.93,IT Services,Low
TXN-001535,17287,429.83,Procurement,Medium
TXN-001536,43660,538.55,Operations,Low
TXN-001537,85758,89.84,Operations,High
TXN-001538,70504,345.14,Payroll,Low
TXN-001539,69720,1670.45,Payroll,Low
TXN-001540,44701,915.44,Payroll,Low
TXN-001541,93300,652.53,Payroll,Medium
TXN-001542,27674,374.63,Payroll,Low
TXN-001543,93560,260.66,Payroll,Low
TXN-001544,33874,310.22,Operations,Low
TXN-001545,53642,733.26,Payroll,Low
TXN-001546,75160,414.05,Procurement,Low
TXN-001547,27602,733.35,Travel,Medium
TXN-001548,98801,1761.17,IT Services,Medium
TXN-001549,35931,521.54,IT Services,Low
TXN-001550,39192,472.04,Operations,Low
TXN-001551,56542,270.57,IT Services,Medium
TXN-001552,52520,119.55,Payroll,Low
TXN-001553,74772,244.36,Procurement,Low
TXN-001554,68762,377.09,Operations,Low
TXN-001555,60106,27.74,Operations,Medium
TXN-001556,91121,332.95,Procurement,Medium
TXN-001557,35559,1000.79,Payroll,Medium
TXN-001558,43742,1888.03,Operations,Low
TXN-001559,79669,977.41,Procurement,Low
TXN-001560,90199,104.36,Payroll,Low
TXN-001561,31754,94.22,Procurement,Medium
TXN-001562,13972,259.87,Payroll,Low
TXN-001563,80831,137.72,IT Services,Medium
TXN-001564,51873,573.5,Procurement,Low
TXN-001565,19903,54.17,Payroll,Low
TXN-001566,13020,303.24,Travel,Medium
TXN-001567,51755,174.5,IT Services,High
TXN-001568,95956,462.43,Operations,Medium
TXN-001569,96988,807.43,Procurement,Low
TXN-001570,55648,1295.65,Payroll,Medium
TXN-001571,19516,1670.08,Operations,Low
TXN-001572,12396,226.31,Operations,High
TXN-001573,94082,978.44,Operations,Low
TXN-001574,29129,458.2,Operations,Low
TXN-001575,11591,599.24,Payroll,High
TXN-001576,21303,962.34,Payroll,High
TXN-001577,40561,79.7,Travel,Low
TXN-001578,81719,1482.59,Travel,High
TXN-001579,96231,406.37,Payroll,Low
TXN-001580,17314,214.74,Payroll,Low
TXN-001581,29623,216.8,Travel,Medium
TXN-001582,77675,705.15,Payroll,Medium
TXN-001583,75082,577.63,Procurement,Low
TXN-001584,93624,663.7,Procurement,Low
TXN-001585,43130,155.84,Procurement,High
TXN-001586,61756,103.28,Procurement,High
TXN-001587,36292,649.81,Operations,High
TXN-001588,96206,187.25,Procurement,Medium
TXN-001589,79274,135.79,Travel,Low
TXN-001590,12469,130.79,Operations,Medium
TXN-001591,63947,90.32,Travel,Low
TXN-001592,32534,288.27,IT Services,Medium
TXN-001593,73620,161.19,IT Services,Low
TXN-001594,58874,1131.52,Payroll,High
TXN-001595,59708,594.21,Operations,Medium
TXN-001596,84553,691.02,Procurement,Low
TXN-001597,78344,268.43,IT Services,Low
TXN-001598,59138,468.41,Operations,Low
TXN-001599,64302,357.37,Procurement,Low
TXN-001600,57638,101.63,IT Services,Medium
TXN-001601,88249,34.52,Payroll,Low
TXN-001602,12719,585.25,Travel,High
TXN-001603,32890,74.58,Payroll,Low
TXN-001604,87236,39.53,IT Services,Medium
TXN-001605,46509,301.58,Travel,Medium
TXN-001606,52534,679.76,IT Services,Low
TXN-001607,28787,742.38,IT Services,Low
TXN-001608,58845,1043.64,Procurement,Low
TXN-001609,67932,121.08,Operations,Low
TXN-001610,43062,2131.11,Travel,Low
TXN-001611,85713,730.29,Payroll,Medium
TXN-001612,97263,95.52,Travel,Low
TXN-001613,70461,928.55,Operations,Medium
TXN-001614,85418,355.53,Operations,Low
TXN-001615,76672,44.43,Operations,Low
TXN-001616,44832,80.81,Procurement,Low
TXN-001617,41966,294.49,IT Services,Medium
TXN-001618,82545,388.05,Payroll,Low
TXN-001619,22987,1483.4,Payroll,Medium
TXN-001620,47311,131.49,Payroll,Low
TXN-001621,41575,331.33,Travel,Low
TXN-001622,73852,138.02,Procurement,High
TXN-001623,11007,418.68,Procurement,Low
TXN-001624,80981,1210.2,Payroll,Low
TXN-001625,86242,429.38,Payroll,Low
TXN-001626,57517,366.75,Operations,Low
TXN-001627,39257,703.41,Travel,Low
TXN-001628,97272,89.86,Operations,Medium
TXN-001629,52207,1190.19,IT Services,High
TXN-001630,23281,440.94,Operations,Low
TXN-001631,71246,589.67,IT Services,Low
TXN-001632,11435,864.52,IT Services,Low
TXN-001633,36660,513.98,Operations,Medium
TXN-001634,15084,522.5,Payroll,Low
TXN-001635,92197,663.97,Operations,Low
TXN-001636,23507,36.83,IT Services,Low
TXN-001637,82595,250.8,Procurement,Low
TXN-001638,93807,1657.56,IT Services,Low
TXN-001639,55539,159.16,Travel,Low
TXN-001640,17491,400.72,Procurement,Low
TXN-001641,60192,106.45,Operations,Low
TXN-001642,90395,205.24,IT Services,High
TXN-001643,73888,641.3,Procurement,Low
TXN-001644,83609,525.14,Payroll,Low
TXN-001645,19077,277.49,Operations,Low
TXN-001646,30953,1400.93,IT Services,Medium
TXN-001647,86919,755.93,Travel,Low
TXN-001648,77889,165.94,Payroll,High
TXN-001649,33821,323.16,Travel,Low
TXN-001650,47567,1062.01,Procurement,Low
TXN-001651,34860,21.36,Travel,Low
TXN-001652,31195,445.5,IT Services,Medium
TXN-001653,87475,141.96,IT Services,Medium
TXN-001654,97266,42.97,Travel,Low
TXN-001655,31427,1230.13,Procurement,Medium
TXN-001656,37083,857.18,IT Services,Medium
TXN-001657,97046,112.46,IT Services,Low
TXN-001658,67372,916.84,Travel,Low
TXN-001659,54064,89.16,Travel,Low
TXN-001660,17813,333.29,Procurement,Low
TXN-001661,41598,656.9,Payroll,Low
TXN-001662,37082,391.58,Operations,Low
TXN-001663,39241,961.17,Operations,Low
TXN-001664,54569,489.7,Operations,High
TXN-001665,21745,292.77,Travel,Low
TXN-001666,36029,1306.22,IT Services,Low
TXN-001667,23025,28.48,IT Services,Low
TXN-001668,24288,345.1,Payroll,Low
TXN-001669,99186,550.56,IT Services,Low
TXN-001670,16540,914.12,Travel,Medium
TXN-001671,91958,399.52,Procurement,High
TXN-001672,78878,1093.67,Procurement,Low
TXN-001673,51846,287.8,Operations,High
TXN-001674,85932,200.72,Operations,Low
TXN-001675,27482,1831.23,Procurement,Low
TXN-001676,33411,560.08,Operations,Low
TXN-001677,60975,287.37,Operations,Medium
TXN-001678,70545,1062.65,Payroll,Medium
TXN-001679,88797,584.55,Procurement,High
TXN-001680,62307,517.97,Payroll,Low
TXN-001681,13093,661.97,Operations,Low
TXN-001682,87258,680.27,IT Services,Low
TXN-001683,32042,349.61,Operations,Low
TXN-001684,62930,281.77,Operations,Medium
TXN-001685,54413,1210.0,Payroll,Medium
TXN-001686,43756,353.83,Travel,Low
TXN-001687,63268,131.56,Travel,Low
TXN-001688,49214,378.66,IT Services,Medium
TXN-001689,91871,27.51,Operations,Low
TXN-001690,38602,652.44,Travel,Low
TXN-001691,63331,77.9,IT Services,High
TXN-001692,58901,69.24,Operations,Low
TXN-001693,73416,1472.69,Procurement,Low
TXN-001694,42196,750.43,IT Services,Medium
TXN-001695,15626,277.41,Travel,High
TXN-001696,17424,146.94,Operations,High
TXN-001697,22857,937.32,IT Services,High
TXN-001698,29982,1740.22,Payroll,Low
TXN-001699,86961,365.0,IT Services,High
TXN-001700,11980,443.84,Travel,Medium
TXN-001701,58290,149.23,Operations,Low
TXN-001702,36431,454.89,Procurement,Low
TXN-001703,94976,265.91,Procurement,High
TXN-001704,92711,944.03,IT Services,Low
TXN-001705,36385,246.7,Payroll,Low
TXN-001706,48158,533.17,Procurement,Low
TXN-001707,33019,123.74,Payroll,Low
TXN-001708,28639,57.53,IT Services,Low
TXN-001709,95530,30.6,Operations,Low
TXN-001710,31563,278.62,Operations,Low
TXN-001711,49341,99.28,Procurement,Low
TXN-001712,15776,2526.46,Procurement,High
TXN-001713,46444,810.69,Procurement,Low
TXN-001714,78916,601.06,Procurement,High
TXN-001715,18711,823.08,IT Services,Low
TXN-001716,84318,162.41,Payroll,Medium
TXN-001717,92970,1067.07,Travel,Medium
TXN-001718,95553,2727.23,IT Services,High
TXN-001719,40707,181.14,Procurement,Low
TXN-001720,49110,2098.28,Procurement,High
TXN-001721,71788,203.12,Procurement,Low
TXN-001722,92879,15.9,Travel,Low
TXN-001723,48827,238.81,Payroll,Low
TXN-001724,15655,3008.74,Procurement,Low
TXN-001725,54859,514.14,Operations,Low
TXN-001726,63625,604.5,Procurement,Low
TXN-001727,62098,146.13,Travel,High
TXN-001728,25251,88.87,Travel,Medium
TXN-001729,10526,1093.64,Travel,Low
TXN-001730,78760,276.7,Travel,Low
TXN-001731,57837,12.06,IT Services,Low
TXN-001732,21536,184.24,Procurement,Low
TXN-001733,38541,118.91,Operations,Medium
TXN-001734,89083,472.88,IT Services,Low
TXN-001735,61027,715.55,Payroll,Low
TXN-001736,44531,354.08,IT Services,Low
TXN-001737,18712,112.84,Procurement,Medium
TXN-001738,75455,39.86,IT Services,Low
TXN-001739,84744,198.1,Travel,Low
TXN-001740,15109,829.85,IT Services,Medium
TXN-001741,59268,281.94,Travel,Low
TXN-001742,64615,155.34,IT Services,Low
TXN-001743,92503,20.47,Payroll,Low
TXN-001744,39759,352.65,Procurement,Low
TXN-001745,95708,587.31,Procurement,Low
TXN-001746,70112,115.56,IT Services,Low
TXN-001747,36589,395.22,Travel,Medium
TXN-001748,40015,283.0,Payroll,Low
TXN-001749,39009,618.61,Travel,Low
TXN-001750,93309,995.22,Procurement,High
TXN-001751,72046,193.4,Travel,Low
TXN-001752,36143,1185.74,Payroll,Medium
TXN-001753,16154,623.71,Payroll,Medium
TXN-001754,31804,28.94,Travel,Low
TXN-001755,51688,793.29,Operations,Low
TXN-001756,74288,351.23,Payroll,Low
TXN-001757,61195,1464.42,Payroll,High
TXN-001758,30581,205.51,Operations,Low
TXN-001759,62648,457.28,Procurement,Low
TXN-001760,40087,1573.45,IT Services,Low
TXN-001761,59930,168.15,IT Services,Low
TXN-001762,42981,329.29,IT Services,High
TXN-001763,79298,708.16,IT Services,Low
TXN-001764,56167,597.37,Procurement,Low
TXN-001765,85304,922.25,Operations,Low
TXN-001766,53408,376.77,Payroll,Low
TXN-001767,49499,202.04,Procurement,Low
TXN-001768,62269,392.95,IT Services,Medium
TXN-001769,48559,225.36,Travel,Low
TXN-001770,84319,107.05,IT Services,Low
TXN-001771,58787,414.81,Procurement,Low
TXN-001772,45488,34.8,Procurement,Low
TXN-001773,84441,28.63,Payroll,Low
TXN-001774,84663,43.38,Travel,Low
TXN-001775,32431,568.3,IT Services,Medium
TXN-001776,71681,271.27,Travel,Low
TXN-001777,73483,350.72,Operations,Low
TXN-001778,59153,220.34,Operations,Low
TXN-001779,16368,156.27,Payroll,Medium
TXN-001780,37424,231.82,Travel,Low
TXN-001781,55004,117.45,Procurement,Low
TXN-001782,93869,577.78,IT Services,Low
TXN-001783,98652,63.65,Procurement,Low
TXN-001784,66985,373.77,Operations,Low
TXN-001785,60069,333.92,Travel,Low
TXN-001786,62326,189.71,Payroll,Low
TXN-001787,91061,63.95,Travel,High
TXN-001788,33398,617.61,Operations,Low
TXN-001789,60861,431.45,Procurement,High
TXN-001790,85897,838.99,Travel,Low
TXN-001791,91905,144.28,Travel,High
TXN-001792,78577,794.06,IT Services,Low
TXN-001793,75641,182.62,Payroll,Low
TXN-001794,19078,69.72,Payroll,Low
TXN-001795,35003,82.46,IT Services,Medium
TXN-001796,72768,134.91,IT Services,Low
TXN-001797,61047,583.53,Operations,Low
TXN-001798,81626,149.83,Procurement,Medium
TXN-001799,67660,473.01,IT Services,Medium
TXN-001800,59786,158.21,Operations,Low
TXN-001801,11925,237.24,Procurement,Low
TXN-001802,93976,1112.37,Travel,Low
TXN-001803,36015,356.94,IT Services,Medium
TXN-001804,43320,468.46,Payroll,Low
TXN-001805,74881,114.91,Payroll,Low
TXN-001806,36289,80.5,Travel,Low
TXN-001807,13389,276.52,Travel,Low
TXN-001808,35683,976.84,Travel,Low
TXN-001809,23629,147.83,Operations,Medium
TXN-001810,71550,496.02,Travel,Low
TXN-001811,34826,1038.24,Operations,Low
TXN-001812,36630,1372.17,IT Services,Low
TXN-001813,56163,2550.82,IT Services,Low
TXN-001814,76435,729.76,Operations,High
TXN-001815,21653,48.99,Procurement,Low
TXN-001816,37961,1035.77,Procurement,High
TXN-001817,91941,1094.19,IT Services,Medium
TXN-001818,84137,417.41,IT Services,Low
TXN-001819,43662,44.91,Procurement,High
TXN-001820,66446,333.77,Procurement,Low
TXN-001821,31288,128.3,Operations,Low
TXN-001822,46877,301.79,Procurement,Medium
TXN-001823,25313,653.91,Payroll,Low
TXN-001824,90885,560.63,Procurement,Low
TXN-001825,82715,767.05,Procurement,Low
TXN-001826,20326,333.63,Payroll,Low
TXN-001827,11560,367.48,Travel,Low
TXN-001828,89148,1382.01,Payroll,Low
TXN-001829,93186,508.73,IT Services,Low
TXN-001830,36745,698.25,IT Services,Low
TXN-001831,41890,556.09,IT Services,High
TXN-001832,30022,521.5,Travel,Medium
TXN-001833,62579,1234.05,Travel,Medium
TXN-001834,80316,230.41,IT Services,Low
TXN-001835,93847,289.04,Procurement,Low
TXN-001836,38380,248.82,Operations,Low
TXN-001837,12356,734.5,Operations,Low
TXN-001838,80326,1024.07,Travel,Medium
TXN-001839,99899,231.2,Travel,Medium
